[2025-04-09 09:57:05,197] 22 root - INFO - Logging setup completed successfully!
[2025-04-09 09:57:06,922] 97 werkzeug - WARNING -  * Debugger is active!
[2025-04-09 09:57:06,933] 97 werkzeug - INFO -  * Debugger PIN: 118-157-978
[2025-04-09 09:57:16,532] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 09:57:16] "GET /predict HTTP/1.1" 200 -
[2025-04-09 09:57:16,744] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 09:57:16] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 09:57:16,793] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 09:57:16] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
[2025-04-09 09:57:28,088] 53 root - INFO - Data Frame Gathered
[2025-04-09 09:57:29,067] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 09:57:29] "POST /predict HTTP/1.1" 200 -
[2025-04-09 09:57:29,093] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 09:57:29] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 09:57:35,196] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 09:57:35] "GET /predict HTTP/1.1" 200 -
[2025-04-09 09:57:35,217] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 09:57:35] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 09:57:39,253] 53 root - INFO - Data Frame Gathered
[2025-04-09 09:57:39,263] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 09:57:39] "POST /predict HTTP/1.1" 200 -
[2025-04-09 09:57:39,290] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 09:57:39] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 09:57:42,054] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 09:57:42] "GET / HTTP/1.1" 200 -
[2025-04-09 09:57:42,086] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 09:57:42] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 09:57:43,403] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 09:57:43] "GET /predict HTTP/1.1" 200 -
[2025-04-09 09:57:43,439] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 09:57:43] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 09:58:29,877] 53 root - INFO - Data Frame Gathered
[2025-04-09 09:58:29,890] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 09:58:29] "POST /predict HTTP/1.1" 200 -
[2025-04-09 09:58:29,918] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 09:58:29] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 09:58:32,850] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 09:58:32] "GET /predict HTTP/1.1" 200 -
[2025-04-09 09:58:32,881] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 09:58:32] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 10:12:44,104] 53 root - INFO - Data Frame Gathered
[2025-04-09 10:12:44,291] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:12:44] "POST /predict HTTP/1.1" 200 -
[2025-04-09 10:12:44,451] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:12:44] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 10:12:49,242] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:12:49] "GET /predict HTTP/1.1" 200 -
[2025-04-09 10:12:49,287] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:12:49] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 10:12:57,609] 53 root - INFO - Data Frame Gathered
