[2025-04-09 01:16:58,423] 22 root - INFO - Logging setup completed successfully!
[2025-04-09 01:16:59,552] 97 werkzeug - WARNING -  * Debugger is active!
[2025-04-09 01:16:59,563] 97 werkzeug - INFO -  * Debugger PIN: 118-157-978
[2025-04-09 01:17:24,824] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:17:24] "GET /predict HTTP/1.1" 200 -
[2025-04-09 01:17:24,952] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:17:24] "GET /static/style.css HTTP/1.1" 200 -
[2025-04-09 01:17:25,013] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:17:25] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
[2025-04-09 01:18:01,432] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:18:01] "GET /predict HTTP/1.1" 200 -
[2025-04-09 01:18:01,470] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:18:01] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 01:18:11,554] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:18:11] "[35m[1mPOST /predict HTTP/1.1[0m" 500 -
[2025-04-09 01:18:11,744] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:18:11] "[36mGET /predict?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1[0m" 304 -
[2025-04-09 01:18:11,769] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:18:11] "[36mGET /predict?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1[0m" 304 -
[2025-04-09 01:18:11,891] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:18:11] "GET /predict?__debugger__=yes&cmd=resource&f=console.png&s=NF1ZvXA27raykoXHW2zL HTTP/1.1" 200 -
[2025-04-09 01:18:11,904] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:18:11] "[36mGET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
[2025-04-09 01:22:46,639] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:22:46] "[35m[1mPOST /predict HTTP/1.1[0m" 500 -
[2025-04-09 01:22:46,698] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:22:46] "[36mGET /predict?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1[0m" 304 -
[2025-04-09 01:22:46,700] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:22:46] "[36mGET /predict?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1[0m" 304 -
[2025-04-09 01:22:46,741] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:22:46] "[36mGET /predict?__debugger__=yes&cmd=resource&f=console.png&s=NF1ZvXA27raykoXHW2zL HTTP/1.1[0m" 304 -
[2025-04-09 01:22:46,757] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:22:46] "[36mGET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
