[2025-06-30 11:58:37,894] 22 root - INFO - Logging setup completed successfully!
[2025-06-30 11:58:38,659] 97 werkzeug - WARNING -  * Debugger is active!
[2025-06-30 11:58:38,664] 97 werkzeug - INFO -  * Debugger PIN: 296-058-325
[2025-06-30 11:59:02,450] 97 werkzeug - INFO - 127.0.0.1 - - [30/Jun/2025 11:59:02] "GET /predict HTTP/1.1" 200 -
[2025-06-30 11:59:02,540] 97 werkzeug - INFO - 127.0.0.1 - - [30/Jun/2025 11:59:02] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-06-30 11:59:18,444] 53 root - INFO - Data Frame Gathered
[2025-06-30 11:59:18,980] 57 root - INFO - Exception occured in load_object funtion util
[2025-06-30 11:59:18,980] 26 root - INFO - Exception occured in prediction
[2025-06-30 11:59:19,038] 97 werkzeug - INFO - 127.0.0.1 - - [30/Jun/2025 11:59:19] "[35m[1mPOST /predict HTTP/1.1[0m" 500 -
[2025-06-30 11:59:19,084] 97 werkzeug - INFO - 127.0.0.1 - - [30/Jun/2025 11:59:19] "[36mGET /predict?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1[0m" 304 -
[2025-06-30 11:59:19,108] 97 werkzeug - INFO - 127.0.0.1 - - [30/Jun/2025 11:59:19] "[36mGET /predict?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1[0m" 304 -
[2025-06-30 11:59:19,171] 97 werkzeug - INFO - 127.0.0.1 - - [30/Jun/2025 11:59:19] "GET /predict?__debugger__=yes&cmd=resource&f=console.png&s=J4LzhpT2dcBOUlHDsmzK HTTP/1.1" 200 -
[2025-06-30 11:59:19,177] 97 werkzeug - INFO - 127.0.0.1 - - [30/Jun/2025 11:59:19] "[36mGET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
