[2025-04-09 11:51:28,357] 22 root - INFO - Logging setup completed successfully!
[2025-04-09 11:51:29,728] 97 werkzeug - WARNING -  * Debugger is active!
[2025-04-09 11:51:29,746] 97 werkzeug - INFO -  * Debugger PIN: 118-157-978
[2025-04-09 11:51:45,145] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 11:51:45] "GET /predict HTTP/1.1" 200 -
[2025-04-09 11:51:45,407] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 11:51:45] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 11:52:52,275] 53 root - INFO - Data Frame Gathered
[2025-04-09 11:52:53,577] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 11:52:53] "POST /predict HTTP/1.1" 200 -
[2025-04-09 11:52:53,616] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 11:52:53] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 11:53:05,373] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 11:53:05] "GET /predict HTTP/1.1" 200 -
[2025-04-09 11:53:05,431] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 11:53:05] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 11:53:16,233] 53 root - INFO - Data Frame Gathered
[2025-04-09 11:53:16,258] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 11:53:16] "POST /predict HTTP/1.1" 200 -
[2025-04-09 11:53:16,300] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 11:53:16] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 11:53:19,710] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 11:53:19] "GET /predict HTTP/1.1" 200 -
[2025-04-09 11:53:19,763] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 11:53:19] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 11:53:35,072] 53 root - INFO - Data Frame Gathered
[2025-04-09 11:53:35,092] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 11:53:35] "POST /predict HTTP/1.1" 200 -
[2025-04-09 11:53:35,135] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 11:53:35] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 11:53:38,528] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 11:53:38] "GET /predict HTTP/1.1" 200 -
[2025-04-09 11:53:38,586] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 11:53:38] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 11:53:46,623] 53 root - INFO - Data Frame Gathered
[2025-04-09 11:53:46,640] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 11:53:46] "POST /predict HTTP/1.1" 200 -
[2025-04-09 11:53:46,669] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 11:53:46] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 11:53:48,931] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 11:53:48] "GET /predict HTTP/1.1" 200 -
