[2025-04-09 01:25:12,426] 22 root - INFO - Logging setup completed successfully!
[2025-04-09 01:25:13,670] 97 werkzeug - WARNING -  * Debugger is active!
[2025-04-09 01:25:13,682] 97 werkzeug - INFO -  * Debugger PIN: 118-157-978
[2025-04-09 01:25:18,377] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:25:18] "GET /predict HTTP/1.1" 200 -
[2025-04-09 01:25:18,447] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:25:18] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 01:25:23,055] 53 root - INFO - Data Frame Gathered
[2025-04-09 01:25:23,451] 26 root - INFO - Exception occured in prediction
[2025-04-09 01:25:23,505] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:25:23] "[35m[1mPOST /predict HTTP/1.1[0m" 500 -
[2025-04-09 01:25:23,530] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:25:23] "[36mGET /predict?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1[0m" 304 -
[2025-04-09 01:25:23,532] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:25:23] "[36mGET /predict?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1[0m" 304 -
[2025-04-09 01:25:23,552] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:25:23] "GET /predict?__debugger__=yes&cmd=resource&f=console.png&s=YoZAe5tuIXDd1StwrI6v HTTP/1.1" 200 -
[2025-04-09 01:25:23,567] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:25:23] "[36mGET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
[2025-04-09 01:29:39,667] 53 root - INFO - Data Frame Gathered
[2025-04-09 01:29:39,695] 26 root - INFO - Exception occured in prediction
[2025-04-09 01:29:39,721] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:29:39] "[35m[1mPOST /predict HTTP/1.1[0m" 500 -
[2025-04-09 01:29:39,749] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:29:39] "[36mGET /predict?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1[0m" 304 -
[2025-04-09 01:29:39,754] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:29:39] "[36mGET /predict?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1[0m" 304 -
[2025-04-09 01:29:39,781] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:29:39] "[36mGET /predict?__debugger__=yes&cmd=resource&f=console.png&s=YoZAe5tuIXDd1StwrI6v HTTP/1.1[0m" 304 -
[2025-04-09 01:29:39,800] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 01:29:39] "[36mGET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
[2025-04-09 01:32:56,654] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\mk744\\OneDrive - Poornima University\\Desktop\\HOUSEPRICE\\src\\pipeline\\prediction_pipeline.py', reloading
